x;y;t
-2.86532;-0.909006;2.23765
-2.86609;-0.922102;2.24686
-2.87935;-0.933797;2.25379
-2.88578;-0.945768;2.26403
-2.90199;-0.970479;2.27859
-2.90722;-0.983466;2.28781
-2.92071;-1.0115;2.30408
-2.92899;-1.02535;2.31298
-2.93633;-1.03834;2.32181
-2.94604;-1.04783;2.33173
-2.9502;-1.06793;2.33777
-2.96026;-1.07977;2.34728
-2.96764;-1.09726;2.35544
-2.97338;-1.11054;2.36192
-2.98501;-1.13772;2.37899
-2.99216;-1.14925;2.38719
-3.00008;-1.16209;2.39627
-3.00186;-1.17827;2.40362
-3.00969;-1.18948;2.4113
-3.01524;-1.20494;2.41876
-3.0171;-1.21764;2.42684
-3.02821;-1.23222;2.43424
-3.03429;-1.24272;2.44447
-3.04211;-1.27072;2.46041
-3.05344;-1.29745;2.47655
-3.05866;-1.31548;2.48348
-3.06177;-1.33057;2.48996
-3.06609;-1.34142;2.49842
-3.06875;-1.35429;2.50722
-3.07416;-1.36764;2.51506
-3.07704;-1.38594;2.52135
-3.08448;-1.40883;2.53879
-3.09101;-1.42574;2.54616
-3.09521;-1.45651;2.56205
-3.09959;-1.48089;2.56734
-3.10444;-1.48822;2.57818
-3.10522;-1.50001;2.58675
-3.10854;-1.52195;2.59329
-3.11316;-1.53724;2.60033
-3.11733;-1.54966;2.6109
-3.12078;-1.57204;2.61744
-3.1267;-1.58412;2.62661
-3.12648;-1.60181;2.63567
-3.12742;-1.61527;2.64394
-3.13234;-1.63315;2.65185
-3.1356;-1.64747;2.66034
-3.1386;-1.67691;2.67737
-3.13926;-1.69463;2.68373
-3.14129;-1.70717;2.69204
-3.14301;-1.72506;2.6995
-3.14453;-1.74257;2.70685
-3.14428;-1.75617;2.71444
-3.1451;-1.77316;2.72132
-3.15007;-1.79147;2.72863
-3.15183;-1.82194;2.7426
-3.15269;-1.83481;2.75068
-3.15462;-1.86828;2.7642
-3.15331;-1.87776;2.77349
-3.15268;-1.89122;2.78116
-3.1522;-1.90673;2.78997
-3.15113;-1.91677;2.79836
-3.15384;-1.9354;2.80581
-3.15355;-1.95221;2.81352
-3.15291;-1.96666;2.82194
-3.14935;-1.99961;2.83728
-3.14998;-2.01573;2.84658
-3.14731;-2.04531;2.86274
-3.14673;-2.0613;2.86974
-3.14564;-2.07579;2.8785
-3.14356;-2.092;2.88512
-3.14318;-2.10588;2.89478
-3.13987;-2.12782;2.89993
-3.13606;-2.15262;2.91662
-3.13277;-2.16877;2.92426
-3.12658;-2.19775;2.94041
-3.12534;-2.21673;2.94799
-3.12166;-2.23253;2.95622
-3.12256;-2.24982;2.96345
-3.12012;-2.25759;2.97355
-3.11409;-2.27287;2.98067
-3.1138;-2.29381;2.98771
-3.10909;-2.3105;2.99502
-3.10449;-2.32474;3.00415
-3.10011;-2.35446;3.01973
-3.09245;-2.37137;3.02864
-3.08582;-2.40263;3.04457
-3.08328;-2.41313;3.05274
-3.07863;-2.42481;3.06185
-3.07417;-2.44495;3.0684
-3.07014;-2.45728;3.07606
-3.06427;-2.46587;3.08502
-3.05825;-2.48598;3.09194
-3.04978;-2.5158;3.10716
-3.0399;-2.54739;3.12421
-3.03399;-2.56228;3.13225
-3.02934;-2.56952;-3.14134
-3.02155;-2.59092;-3.13503
-3.02008;-2.60357;-3.12691
-3.01622;-2.61283;-3.11814
-3.00425;-2.63235;-3.11072
-2.99829;-2.64465;-3.10191
-2.99701;-2.65274;-3.0942
-2.98812;-2.67335;-3.08659
-2.9808;-2.68964;-3.0781
-2.96813;-2.71997;-3.06315
-2.96172;-2.73367;-3.05436
-2.9574;-2.74739;-3.04701
-2.94702;-2.76052;-3.03825
-2.93962;-2.77526;-3.02984
-2.93511;-2.78721;-3.02178
-2.92566;-2.80405;-3.01482
-2.91893;-2.80933;-3.00445
-2.90415;-2.83804;-2.98972
-2.89546;-2.84932;-2.982
-2.88177;-2.87926;-2.96658
-2.87266;-2.89055;-2.95816
-2.86679;-2.90453;-2.9501
-2.85841;-2.91387;-2.94166
-2.84802;-2.92902;-2.935
-2.84034;-2.94001;-2.92705
-2.83333;-2.95349;-2.91944
-2.81051;-2.97787;-2.90574
-2.79188;-2.99618;-2.89008
-2.78062;-3.01013;-2.88465
-2.77155;-3.01705;-2.87697
-2.76086;-3.02667;-2.87036
-2.74818;-3.03625;-2.86309
-2.73906;-3.05061;-2.85721
-2.72722;-3.05363;-2.84862
-2.72007;-3.06339;-2.84192
-2.69604;-3.08023;-2.83006
-2.67356;-3.10135;-2.81772
-2.662;-3.10498;-2.8119
-2.65103;-3.11211;-2.80591
-2.63869;-3.12246;-2.80105
-2.62655;-3.13021;-2.79504
-2.61572;-3.13567;-2.78774
-2.60527;-3.14242;-2.78149
-2.59211;-3.14554;-2.77494
-2.57974;-3.15134;-2.76963
-2.55637;-3.16524;-2.75844
-2.53139;-3.17715;-2.74827
-2.52033;-3.18229;-2.74295
-2.50806;-3.18959;-2.73694
-2.49616;-3.19161;-2.73076
-2.48632;-3.19551;-2.72601
-2.45767;-3.2039;-2.71449
-2.44531;-3.20883;-2.70796
-2.42058;-3.21721;-2.69492
-2.40694;-3.21896;-2.68885
-2.39135;-3.22569;-2.68326
-2.37813;-3.22534;-2.67718
-2.36491;-3.23553;-2.67318
-2.35097;-3.23569;-2.66684
-2.33668;-3.24625;-2.6629
-2.32383;-3.24669;-2.65621
-2.29451;-3.25601;-2.64472
-2.28309;-3.25998;-2.63914
-2.25643;-3.27101;-2.6274
-2.24385;-3.27242;-2.622
-2.22996;-3.28012;-2.6183
-2.21889;-3.28033;-2.61184
-2.20581;-3.28479;-2.60634
-2.19176;-3.28579;-2.59921
-2.17607;-3.29634;-2.59502
-2.14823;-3.29654;-2.58199
-2.12165;-3.30349;-2.57177
-2.10577;-3.3062;-2.56513
-2.09086;-3.30937;-2.55877
-2.0798;-3.31115;-2.55388
-2.06703;-3.31641;-2.5487
-2.05057;-3.31774;-2.5421
-2.03424;-3.31871;-2.53584
-2.00919;-3.32792;-2.5247
-1.9791;-3.3322;-2.51195
-1.9654;-3.3398;-2.507
-1.95046;-3.34793;-2.50232
-1.93653;-3.34708;-2.49657
-1.92679;-3.34309;-2.48943
-1.90775;-3.35033;-2.48355
-1.89538;-3.35103;-2.47767
-1.87849;-3.35463;-2.47074
-1.86396;-3.35331;-2.4653
-1.84869;-3.35788;-2.4604
-1.83456;-3.36092;-2.45369
-1.80615;-3.36292;-2.4409
-1.79139;-3.36563;-2.43588
-1.77554;-3.36859;-2.42977
-1.76067;-3.37079;-2.42407
-1.74747;-3.37083;-2.41517
-1.72001;-3.37249;-2.40639
-1.7001;-3.37231;-2.39984
-1.67164;-3.37654;-2.38637
-1.65614;-3.3714;-2.38051
-1.64049;-3.37099;-2.37426
-1.62587;-3.37336;-2.36881
-1.61314;-3.37461;-2.36399
-1.59791;-3.37219;-2.35837
-1.58287;-3.37331;-2.35204
-1.56966;-3.37365;-2.34642
-1.53919;-3.36858;-2.33645
-1.52276;-3.37235;-2.3315
-1.49459;-3.37665;-2.32027
-1.47834;-3.37703;-2.31559
-1.46605;-3.373;-2.31009
-1.45146;-3.36984;-2.30217
-1.43525;-3.3737;-2.29779
-1.42272;-3.37258;-2.29294
-1.40715;-3.3729;-2.2874
-1.39191;-3.36925;-2.28046
-1.37915;-3.3746;-2.27562
-1.3522;-3.37283;-2.26577
-1.32272;-3.37648;-2.25467
-1.31139;-3.36967;-2.24844
-1.29599;-3.37455;-2.24427
-1.27753;-3.36921;-2.23783
-1.26604;-3.36424;-2.23148
-1.25021;-3.36373;-2.22596
-1.23898;-3.36135;-2.21981
-1.20987;-3.35913;-2.21094
-1.19408;-3.35677;-2.20482
-1.16819;-3.35929;-2.19341
-1.15505;-3.34789;-2.18818
-1.14134;-3.3503;-2.18359
-1.1289;-3.34449;-2.17735
-1.11507;-3.34055;-2.17071
-1.08837;-3.33438;-2.16003
-1.06402;-3.33221;-2.14782
-1.05107;-3.32668;-2.14247
-1.03671;-3.32467;-2.13626
-1.0227;-3.31951;-2.13011
-0.998644;-3.31624;-2.119
-0.969573;-3.31215;-2.10753
-0.958528;-3.30488;-2.10119
-0.939848;-3.30395;-2.09608
-0.929156;-3.30114;-2.08871
-0.911373;-3.29995;-2.08284
-0.900165;-3.28993;-2.07707
-0.889506;-3.28705;-2.06981
-0.874928;-3.28585;-2.06472
-0.854876;-3.2825;-2.05977
-0.830461;-3.272;-2.0478
-0.812859;-3.26908;-2.04245
-0.796634;-3.26902;-2.0367
-0.784323;-3.25788;-2.03117
-0.771554;-3.25363;-2.02463
-0.759751;-3.24816;-2.01802
-0.742771;-3.24544;-2.01244
-0.717456;-3.23661;-2.00202
-0.705161;-3.23354;-1.99612
-0.67346;-3.22585;-1.98485
-0.661987;-3.22006;-1.98004
-0.647374;-3.21735;-1.97387
-0.637072;-3.21458;-1.96663
-0.622083;-3.21074;-1.96129
-0.610718;-3.20078;-1.95526
-0.597182;-3.19998;-1.94948
-0.586737;-3.19373;-1.94264
-0.571428;-3.18833;-1.93748
-0.548756;-3.17727;-1.92834
-0.524114;-3.17323;-1.91765
-0.508939;-3.16821;-1.91217
-0.495042;-3.15969;-1.90605
-0.484346;-3.14925;-1.89932
-0.467574;-3.14956;-1.89348
-0.453576;-3.14589;-1.88852
-0.438276;-3.14284;-1.88171
-0.424592;-3.13204;-1.87714
-0.410572;-3.1321;-1.87033
-0.37931;-3.12269;-1.8575
-0.353344;-3.10878;-1.84531
-0.336992;-3.10258;-1.83863
-0.324661;-3.09181;-1.83137
-0.30726;-3.0847;-1.82533
-0.294601;-3.07962;-1.81853
-0.285054;-3.07941;-1.81171
-0.270689;-3.06862;-1.80474
-0.255907;-3.06071;-1.79869
-0.235599;-3.05168;-1.78281
-0.212827;-3.04355;-1.77761
-0.186831;-3.03452;-1.76524
-0.181742;-3.0227;-1.75694
-0.16758;-3.01116;-1.74927
-0.149413;-3.00201;-1.74329
-0.14442;-2.9958;-1.73789
-0.129312;-2.99272;-1.72993
-0.116832;-2.99027;-1.72387
-0.106965;-2.98012;-1.71749
-0.0768346;-2.97138;-1.70433
-0.0493315;-2.95278;-1.69117
-0.038922;-2.94873;-1.68472
-0.0288517;-2.94498;-1.67711
-0.0159405;-2.93659;-1.66992
7.63889e-05;-2.92685;-1.66383
0.0131633;-2.91773;-1.65748
0.0282951;-2.91247;-1.64963
0.0330834;-2.89923;-1.64128
0.0500765;-2.89357;-1.63472
0.0669978;-2.86822;-1.61881
0.0834371;-2.8697;-1.61234
0.0999582;-2.86082;-1.60613
0.111721;-2.85753;-1.5981
0.131959;-2.84229;-1.59185
0.144763;-2.83906;-1.58591
0.154718;-2.83262;-1.57823
0.179403;-2.81382;-1.56293
0.192303;-2.80116;-1.55527
0.218194;-2.79584;-1.53885
0.231116;-2.78414;-1.5322
0.244568;-2.77727;-1.52451
0.256029;-2.7708;-1.51585
0.266831;-2.75613;-1.50744
0.27991;-2.7508;-1.50034
0.296387;-2.74836;-1.49376
0.304195;-2.73964;-1.48557
0.326535;-2.72758;-1.47019
0.338264;-2.71734;-1.46268
0.357857;-2.71114;-1.45697
0.366622;-2.70503;-1.44855
0.376076;-2.68737;-1.44039
0.389721;-2.67638;-1.43261
0.406465;-2.66945;-1.42623
0.437899;-2.64623;-1.41215
0.44757;-2.63942;-1.40452
0.478404;-2.62044;-1.39119
0.486742;-2.61044;-1.38211
0.495294;-2.60337;-1.37415
0.515099;-2.58845;-1.36799
0.523339;-2.57703;-1.35885
0.534392;-2.57414;-1.35149
0.54402;-2.56865;-1.34269
0.557458;-2.55808;-1.33721
0.56886;-2.54585;-1.33057
0.594393;-2.5326;-1.31334
0.620515;-2.51078;-1.29918
0.625726;-2.49623;-1.28986
0.640425;-2.48428;-1.28381
0.64888;-2.47328;-1.27593
0.657336;-2.46039;-1.26664
0.670122;-2.45308;-1.26027
0.685698;-2.44582;-1.253
0.697601;-2.43101;-1.24562
0.704516;-2.42184;-1.23612
0.714933;-2.411;-1.2291
0.719995;-2.40359;-1.22121
0.752674;-2.38604;-1.20678
0.765971;-2.35884;-1.19153
0.784218;-2.35119;-1.18344
0.796944;-2.33799;-1.17594
0.804801;-2.32565;-1.16907
0.824319;-2.31041;-1.163
0.827403;-2.29226;-1.1558
0.839233;-2.28233;-1.14716
0.844039;-2.27917;-1.13808
0.864112;-2.25136;-1.12154
0.881592;-2.21979;-1.10746
0.890143;-2.21237;-1.10042
0.897561;-2.20541;-1.09171
0.905635;-2.19433;-1.08329
0.922247;-2.17333;-1.07685
0.931518;-2.15223;-1.0611
0.960332;-2.12964;-1.04642
0.962588;-2.11663;-1.03832
0.976726;-2.11004;-1.03092
0.985996;-2.08768;-1.02504
0.998435;-2.07478;-1.01659
1.00255;-2.06194;-1.00747
1.01445;-2.05341;-1.00057
1.02154;-2.03778;-0.993309
1.03868;-2.00815;-0.978818
1.03881;-1.99971;-0.969813
1.04986;-1.98085;-0.963247
1.05796;-1.96569;-0.954412
1.06746;-1.96658;-0.944813
1.07835;-1.94815;-0.93819
1.07505;-1.93966;-0.928294
1.09662;-1.91403;-0.913751
1.09805;-1.89897;-0.906095
1.10641;-1.86623;-0.891829
1.12135;-1.85113;-0.884713
1.12818;-1.83798;-0.876579
1.13338;-1.8283;-0.86792
1.14288;-1.81245;-0.861348
1.14118;-1.79695;-0.852696
1.14349;-1.78348;-0.845038
1.15297;-1.76585;-0.838611
1.16222;-1.74948;-0.831259
1.16705;-1.73992;-0.823519
1.17303;-1.71442;-0.807781
1.18505;-1.69688;-0.801388
1.1835;-1.69124;-0.792199
1.19443;-1.67579;-0.784844
1.19079;-1.66234;-0.77646
1.20253;-1.64895;-0.769229
1.2018;-1.63308;-0.762359
1.20402;-1.60494;-0.746559
1.2148;-1.59609;-0.738176
1.22437;-1.55741;-0.725024
1.22346;-1.55332;-0.715752
1.23675;-1.53437;-0.709298
1.23679;-1.52265;-0.700673
1.24158;-1.50431;-0.693835
1.24653;-1.48865;-0.687217
1.2523;-1.46553;-0.671188
1.25117;-1.45154;-0.663676
1.2584;-1.42453;-0.648771
1.2674;-1.40474;-0.642905
1.26936;-1.39116;-0.635351
1.26798;-1.38193;-0.627135
1.26558;-1.3645;-0.621083
1.26667;-1.35355;-0.612917
1.26488;-1.33341;-0.598655
1.26767;-1.31859;-0.59087
1.26613;-1.28599;-0.577548
1.27665;-1.27189;-0.571351
1.2706;-1.25947;-0.563393
1.26871;-1.25207;-0.555247
1.26851;-1.23711;-0.54828
1.26877;-1.21985;-0.541555
1.26619;-1.20178;-0.535601
1.27277;-1.19728;-0.526329
1.28015;-1.16777;-0.521976
1.2749;-1.15139;-0.505387
1.27671;-1.13612;-0.498202
1.27715;-1.10622;-0.483859
1.28318;-1.08401;-0.47834
1.28145;-1.06787;-0.471222
1.27207;-1.06472;-0.460843
1.26482;-1.05071;-0.453369
1.26839;-1.0348;-0.44755
1.27215;-1.00283;-0.433121
1.26901;-0.974235;-0.417522
1.26694;-0.965899;-0.409279
1.26183;-0.946632;-0.40196
1.25765;-0.930383;-0.394904
1.25904;-0.91353;-0.388056
1.25967;-0.895756;-0.380983
1.256;-0.878919;-0.37314
1.25193;-0.866128;-0.366002
1.25164;-0.851006;-0.35858
1.2456;-0.832249;-0.351514
1.24789;-0.8158;-0.344236
1.24481;-0.784082;-0.330062
1.24175;-0.758745;-0.314077
1.23985;-0.751216;-0.306992
1.22628;-0.74043;-0.29958
1.21853;-0.734442;-0.291368
1.21553;-0.7228;-0.285812
1.20821;-0.702978;-0.281103
1.19832;-0.689069;-0.268125
1.18533;-0.666875;-0.259711
1.17853;-0.654731;-0.255382
1.1651;-0.648289;-0.250853
1.16435;-0.630766;-0.24796
1.15711;-0.63021;-0.24165
1.1466;-0.632807;-0.23577
1.14822;-0.620927;-0.232099
1.1316;-0.617845;-0.226449
1.12051;-0.601471;-0.223515
1.10969;-0.591822;-0.219425
1.09586;-0.554756;-0.213911
1.08813;-0.548095;-0.208544
1.07937;-0.545444;-0.20112
1.07006;-0.539866;-0.194399
1.05747;-0.525319;-0.189826
1.0484;-0.510639;-0.18333
1.02969;-0.493919;-0.168728
1.01976;-0.476281;-0.163197
0.993634;-0.452192;-0.149109
0.992826;-0.433178;-0.143411
0.991263;-0.420802;-0.136673
0.984703;-0.407022;-0.13034
0.97301;-0.403475;-0.120809
0.966831;-0.395484;-0.11344
0.958496;-0.386549;-0.105965
0.954521;-0.358876;-0.101603
0.945038;-0.341386;-0.0857065
0.939717;-0.318809;-0.0808074
0.932509;-0.29046;-0.0667143
0.921303;-0.266656;-0.0612834
0.910305;-0.264382;-0.0512105
0.909433;-0.245975;-0.0453969
0.903892;-0.235135;-0.0378315
0.894115;-0.220891;-0.0304175
0.884473;-0.189903;-0.0178502
0.872243;-0.183376;-0.00954155
0.857241;-0.159151;0.00296377
0.856189;-0.15106;0.00941577
0.842664;-0.144012;0.0138549
0.841179;-0.128023;0.0175641
0.825632;-0.116712;0.0210977
0.820804;-0.101357;0.025804
0.800672;-0.096648;0.0369468
0.794042;-0.0907823;0.0419719
0.763776;-0.0668627;0.0518996
0.759358;-0.0534316;0.0559857
0.748844;-0.0488729;0.0607508
0.744418;-0.0410288;0.0647434
0.732692;-0.0427884;0.0690462
0.716489;-0.0246179;0.0700177
0.701352;-0.0233456;0.0740029
0.68129;-0.023888;0.0782371
0.655565;-0.0202977;0.078483
0.642305;-0.0114255;0.0764914
0.631462;-0.0284604;0.079231
0.625418;-0.0415702;0.0806456
0.611487;-0.0343934;0.0771595
0.608406;-0.0355657;0.0742761
0.594963;-0.0434904;0.0722613
0.572621;-0.066698;0.0719812
0.564097;-0.0596791;0.0677174
0.545844;-0.087819;0.0677536
0.534598;-0.0980954;0.0661078
0.522422;-0.099685;0.0621294
0.508627;-0.0972925;0.0572191
0.470276;-0.114095;0.0484072
0.45969;-0.108692;0.0417727
0.44822;-0.139268;0.0350603
0.438304;-0.153415;0.0311486
0.430057;-0.160504;0.0261584
0.417097;-0.159522;0.0194259
0.41123;-0.169982;0.0150858
0.398361;-0.17495;0.0101782
0.388942;-0.185126;0.00631348
0.373219;-0.19653;0.00228079
0.352569;-0.18892;-0.00434799
0.353542;-0.212722;-0.00478982
0.351064;-0.225452;-0.00715367
0.33256;-0.222952;-0.0152947
0.320405;-0.227324;-0.0169458
0.314747;-0.222671;-0.0192654
0.306873;-0.229174;-0.0207538
0.299977;-0.222245;-0.0226988
0.294847;-0.231931;-0.0219907
0.294432;-0.244679;-0.0210017
0.288801;-0.241065;-0.0228925
0.282556;-0.249328;-0.0222795
0.271811;-0.253853;-0.0230833
0.272056;-0.252773;-0.0237652
0.267735;-0.251196;-0.0243221
0.267255;-0.252113;-0.0243866
0.263688;-0.249617;-0.0249504
0.262216;-0.253797;-0.023858
0.263718;-0.252033;-0.0234553
0.277033;-0.251475;-0.0219091
0.275466;-0.243233;-0.0225036
0.288809;-0.235371;-0.0202291
0.298096;-0.224938;-0.0190978
0.297297;-0.230643;-0.0156482
0.309713;-0.215472;-0.015492
0.321354;-0.224374;-0.0115184
0.3265;-0.20977;-0.0109621
0.327524;-0.216326;-0.00795553
0.342201;-0.223587;-0.00387158
0.339763;-0.207451;-0.0043563
0.341848;-0.189017;-0.00549137
0.348397;-0.200589;-0.00213398
0.347327;-0.196569;-0.00149886
0.343566;-0.192322;-0.00292382
0.349648;-0.192735;-0.00172616
0.35093;-0.188974;-0.00173888
0.355664;-0.188347;-0.00170423
0.35065;-0.175983;-0.00398874
0.347418;-0.183052;-0.00294419
0.346248;-0.185;-0.00258404
0.354696;-0.189472;-0.00149435
0.359283;-0.188715;-0.00127687
0.356756;-0.191689;-0.000710227
0.356831;-0.195938;-0.000173512
0.350889;-0.199306;0.000448665
0.350445;-0.202809;0.00115639
0.34786;-0.201351;0.0014141
0.354808;-0.204295;0.00178085
0.352161;-0.205923;0.00190557
0.35107;-0.203168;0.00158134
0.350053;-0.205933;0.00227569
0.350317;-0.20245;0.00150531
0.348302;-0.203213;0.00192472
0.351594;-0.204472;0.0022845
0.348683;-0.201964;0.00198602
0.347897;-0.204835;0.00209485
0.350833;-0.20304;0.0023318
0.348918;-0.204959;0.00273309
0.345236;-0.201354;0.00227455
0.342618;-0.203122;0.00269496
0.351266;-0.19845;0.00186905
0.346414;-0.202592;0.00237124
0.347239;-0.199486;0.00187205
0.346942;-0.202435;0.00221799
0.345443;-0.203664;0.0024028
0.350382;-0.198119;0.00179961
0.350387;-0.199149;0.00185415
0.346354;-0.2022;0.0028645
0.347357;-0.200256;0.00244063
0.346687;-0.202494;0.00294172
0.343476;-0.203877;0.00300658
0.342512;-0.203632;0.00283644
0.342401;-0.200242;0.00257099
0.341713;-0.204277;0.00332941
0.34458;-0.1992;0.00224917
0.346432;-0.201627;0.00307508
0.345619;-0.201339;0.0030074
0.345069;-0.202901;0.00306277
0.350268;-0.202802;0.00323554