steering;driving
0.461728;-0.00996239
0.461575;-0.0106459
0.461268;-0.0138153
0.460808;-0.0275988
0.460501;-0.0174517
0.459274;-0.02686
0.45866;-0.0102086
0.458047;-0.0140467
0.456819;-0.0170569
0.456206;-0.010733
0.455439;-0.0131551
0.454519;-0.0174517
0.454212;-0.0101895
0.453598;-0.0140955
0.452831;-0.0140488
0.451757;-0.0235548
0.449303;-0.0310123
0.448536;-0.0131487
0.448229;-0.00693313
0.447922;-0.00629416
0.446849;-0.0267348
0.446235;-0.00949113
0.445928;-0.0164094
0.445468;-0.010198
0.445008;-0.0102681
0.444548;-0.0135882
0.443934;-0.0173732
0.443474;-0.013344
0.442553;-0.0237034
0.442247;-0.0166556
0.44194;-0.0100643
0.441786;-0.0133589
0.44148;-0.0138832
0.441173;-0.0276837
0.441019;-0.00955269
0.440866;-0.0315133
0.440713;-0.00712418
0.440559;-0.0140573
0.440559;-0.0208185
0.440406;-0.00998575
0.440252;-0.0143842
0.440252;-0.013516
0.440252;-0.0165686
0.440099;-0.0242023
0.440099;-0.0128919
0.440099;-0.0230963
0.440099;-0.01324
0.440099;-0.0134926
0.440099;-0.0171248
0.440099;-0.013066
0.440099;-0.00969492
0.440099;-0.0171227
0.440099;-0.010612
0.440099;-0.0102405
0.440099;-0.0167533
0.440099;-0.00677816
0.440099;0
0.440099;0
0.440099;0
0.440406;-0.0734984
0.440713;-0.00744473
0.441173;-0.0196425
0.442247;-0.0266754
0.442707;-0.0100516
0.443014;-0.00961425
0.443934;-0.0259876
0.444394;-0.0164752
0.444854;-0.0138535
0.445315;-0.016628
0.445775;-0.0136964
0.446235;-0.0131212
0.446542;-0.0106905
0.447155;-0.0268133
0.447462;-0.00990296
0.447769;-0.0166917
0.447922;-0.00978195
0.448229;-0.0168318
0.448536;-0.0163309
0.448536;-0.00704989
0.449303;-0.0265883
0.449917;-0.0166302
0.450837;-0.023886
0.451757;-0.0102617
0.452218;-0.00668264
0.453752;-0.0239008
0.454672;-0.0170887
0.455899;-0.0102171
0.457126;-0.00976073
0.45912;-0.016696
0.460348;-0.00980106
0.461728;-0.0131487
0.463569;-0.0170144
0.466023;-0.0257116
0.46679;-0.00971615
0.467711;-0.0131763
0.468785;-0.0171312
0.469552;-0.013257
0.469858;-0.00994117
0.470472;-0.0137346
0.470779;-0.0134311
0.471392;-0.0207824
0.471546;-0.0208928
0.47308;-0.0288895
0.47308;-0.0029677
0.47308;-0.00738954
0.473233;-0.0139682
0.473233;-0.0283099
0.473233;-0.0174092
0.473233;-0.0102193
0.473386;-0.0263591
0.473386;-0.013465
0.47354;-0.0274417
0.47354;-0.0136073
0.47354;-0.0136009
0.47354;-0.0103403
0.47354;-0.0170866
0.47354;-0.0101556
0.47354;-0.0102511
0.47354;-0.0306493
0.47354;-0.0104018
0.47354;-0.0242596
0.47354;0
0.47354;-0.0240813
0.47354;0
0.47354;-0.0346657
0.47354;-0.0138387
0.47354;-0.0178126
0.47354;-0.0165453
0.47354;-0.0310208
0.47354;-0.010215
0.47354;-0.0203833
0.47354;-0.00720697
0.47354;-0.0133653
0.47354;-0.0203897
0.47354;-0.00706474
0.47354;-0.0332327
0.47354;-0.02762
0.47354;0
0.47354;-0.0169571
0.47354;0
0.47354;-0.0306493
0.47354;0
0.47354;0
0.47354;0
0.47354;-0.041792
0.47354;-0.0387075
0.47354;-0.0136795
0.47354;-0.0064279
0.47354;-0.0243233
0.47354;-0.00287642
0.47354;-0.010007
0.47354;0
0.47354;-0.0598253
0.47354;-0.0203876
0.47354;-0.0136901
0.47354;-0.00984988
0.47354;0
0.47354;0
0.47354;-0.00972039
0.472466;-0.0440676
0.471852;-0.0205043
0.470012;-0.0198802
0.469552;-0.0132973
0.468938;-0.0104761
0.468324;-0.00661471
0.467711;-0.0104146
0.466177;-0.027828
0.46541;-0.00684609
0.461575;-0.032114
0.460041;-0.0136476
0.456819;-0.0316343
0.454365;-0.00761668
0.452218;-0.0206954
0.451144;-0.0072749
0.450223;-0.0101407
0.448996;-0.0171227
0.447616;-0.0173137
0.446849;-0.0103127
0.446082;-0.0173074
0.444548;-0.0243912
0.443627;-0.00996027
0.44286;-0.01718
0.441786;-0.0169295
0.440866;-0.013828
0.440406;-0.0106863
0.440099;-0.010232
0.439792;-0.0278153
0.439792;-0.0177616
0.439792;-0.0238669
0.439639;-0.0170547
0.439639;-0.010544
0.439639;-0.00676543
0.439639;-0.0207315
0.439639;-0.012945
0.439639;-0.0133058
0.439639;-0.0206954
0.439639;-0.0176512
0.439639;-0.0249813
0.439639;-0.0181395
0.439639;-0.0176555
0.439639;-0.0076188
0.439639;-0.0218311
0.439639;-0.00375739
0.439639;-0.0168318
0.439639;-0.0140679
0.439639;-0.031439
0.439639;-0.0131487
0.439639;-0.0138705
0.439639;-0.0133589
0.439639;-0.0140021
0.439639;-0.00977771
0.439639;-0.0170547
0.439639;-0.00737892
0.439639;-0.0167766
0.439639;-0.0308467
0.439639;-0.00626869
0.439639;-0.0268218
0.439639;-0.0134375
0.439639;-0.00968855
0.439639;-0.0200055
0.439639;-0.0135563
0.439639;-0.0130044
0.439639;-0.0203536
0.439639;-0.0164412
0.439639;-0.0267709
0.439639;-0.013896
0.439639;-0.0138854
0.439639;-0.0101365
0.439639;-0.0109665
0.439639;-0.0106353
0.439639;-0.010871
0.439639;-0.0256628
0.439639;-0.0139682
0.439639;-0.0180312
0.439639;-0.0105865
0.439639;-0.0176449
0.439639;-0.0103509
0.439639;-0.0205616
0.439639;-0.0210032
0.439639;-0.00990508
0.439639;-0.0172033
0.439639;-0.0133377
0.439639;-0.010128
0.439639;-0.0165092
0.439639;-0.00994541
0.439639;-0.0299742
0.439639;-0.00940197
0.439639;-0.0256246
0.439639;-0.00987111
0.439639;-0.0162502
0.439639;-0.0137835
0.439639;-0.00972039
0.439639;-0.0173795
0.439639;-0.00961213
0.439639;-0.0139639
0.439639;-0.0269704
0.439639;-0.0140149
0.439639;-0.0172161
0.439639;-0.0242978
0.439639;-0.0137474
0.439639;-0.013966
0.439639;-0.0102957
0.439639;0
0.439639;-0.0408303
0.439639;-0.0172373
0.439639;-0.0205701
0.439639;-0.0211603
0.439639;-0.0103572
0.439639;-0.0174602
0.439639;-0.00989234
0.439639;-0.0104613
0.439639;-0.0139236
0.439639;-0.0143842
0.439639;-0.0140425
0.439639;-0.0250429
0.439639;-0.0175982
0.439639;-0.0311036
0.439639;-0.0106629
0.439639;-0.0100791
0.439639;-0.0166174
0.439639;-0.0103912
0.439639;-0.0165877
0.439639;-0.0139342
0.439639;-0.0243806
0.439639;-0.0243848
0.439639;-0.0175218
0.439639;-0.0174475
0.439639;-0.00353237
0.439639;-0.0138535
0.439639;-0.0173158
0.439639;-0.0201944
0.439639;-0.00987536
0.439639;0
0.439639;-0.0245823
0.439639;-0.0172246
0.439639;-0.0283672
0.439639;-0.0101619
0.439639;-0.0106014
0.439639;-0.0175748
0.439639;-0.010302
0.439639;-0.0176746
0.439639;-0.0139703
0.439639;-0.00328188
0.439639;-0.0215615
0.439792;0
0.445008;-0.0515017
0.447462;-0.0211263
0.451451;-0.0105462
0.454058;-0.0131954
0.458814;-0.0130532
0.461575;-0.0137134
0.462495;-0.0101513
0.470779;-0.026427
0.476301;-0.0335703
0.479062;-0.00647036
0.481363;-0.0172394
0.482897;-0.0128558
0.484278;-0.010266
0.485965;-0.013136
0.487039;-0.0128112
0.48888;-0.0138089
0.492561;-0.025355
0.496089;-0.0228331
0.498697;-0.0156685
0.500998;-0.0101471
0.502686;-0.0161186
0.50468;-0.00697134
0.507134;-0.0198059
0.508208;-0.00962062
0.509435;-0.0167363
0.510509;-0.0126329
0.511276;-0.0192688
0.511889;-0.0285753
0.51235;-0.00943381
0.512503;-0.0126053
0.512503;-0.0128855
0.512503;-0.0129174
0.512503;-0.0266711
0.512503;-0.0167045
0.512503;-0.0271148
0.512503;-0.00359606
0.512503;-0.0234508
0.512503;-0.0170972
0.512503;-0.00673359
0.512503;-0.0101174
0.512503;-0.0135818
0.512503;-0.016766
0.512503;-0.0262911
0.512503;-0.00705838
0.512503;-0.0163096
0.512503;-0.0262083
0.512656;-0.0126945
0.512656;-0.0098138
0.512656;-0.0197146
0.512656;-0.00988173
0.512656;-0.00966732
0.512656;-0.0297641
0.512656;-0.0270426
0.512656;-0.0140955
0.512656;-0.0135054
0.512656;-0.0104146
0.512656;-0.0134884
0.512656;-0.0137771
0.512656;-0.0137028
0.512656;-0.0202581
0.512656;-0.0325195
0.512656;-0.0103169
0.512656;-0.0102575
0.512656;-0.0204852
0.512656;-0.00966308
0.512656;-0.0175154
0.512656;-0.0135691
0.512656;-0.0104294
0.512656;-0.0102914
0.512656;-0.0207272
0.512656;-0.00672085
0.512656;-0.0238838
0.512656;-0.0141125
0.512656;-0.0170611
0.51281;0
0.512963;-0.0173116
0.512963;-0.0421804
0.512963;-0.00989234
0.512963;-0.0282441
0.512963;-0.00750629
0.512963;-0.020309
0.512963;-0.014104
0.512963;-0.0104613
0.512963;-0.017129
0.512963;-0.00685883
0.512963;-0.00743199
0.512963;-0.0374041
0.512963;-0.0134842
0.512963;-0.030645
0.512963;-0.00325004
0.512963;0
0.512963;-0.0301249
0.512963;-0.0133313
0.512963;-0.0134587
0.512963;-0.0104952
0.512963;-0.0202984
0.512963;-0.0102214
0.512963;-0.0231239
0.512963;-0.0271742
0.512963;-0.0133292
0.512963;-0.0161292
0.512963;0
0.512963;-0.0102999
0.512963;0
0.512963;-0.0288555
0.512963;-0.0356188
0.512963;-0.0130851
0.512963;-0.00666353
0.512963;-0.0202687
0.512963;-0.0298787
0.512963;0
0.512963;-0.00685883
0.512963;-0.0397116
0.512963;-0.0232321
0.512963;0
0.512963;-0.0233489
0.512963;-0.016299
0.512963;-0.023697
0.512963;-0.0342559
0.512963;-0.0131445
0.512963;-0.0140764
0.512963;-0.0141571
0.512963;-0.0064746
0.512963;-0.0171503
0.512963;-0.0176024
0.512963;-0.0139427
0.512963;-0.0101152
0.512963;-0.0179782
0.512963;0
0.512963;-0.0239114
0.512963;-0.0207527
0.512963;-0.00719636
0.512963;-0.02399
0.512963;-0.0176958
0.512963;-0.0277113
0.512963;0
0.512963;-0.00715603
0.512963;-0.0448849
0.512963;-0.00668476
0.512963;-0.0204406
0.51281;0
0.512196;-0.0246014
0.511889;-0.019012
0.511122;-0.00982653
0.510355;-0.0135627
0.508821;-0.022487
0.506981;-0.0265544
0.505753;-0.0171269
0.504986;-0.00993055
0.504219;-0.017318
0.502839;-0.0144288
0.502225;-0.0103424
0.500845;-0.0174368
0.499771;-0.0107967
0.498851;-0.0106014
0.49655;-0.0314602
0.494095;-0.0246672
0.494095;0
0.492561;-0.0276901
0.491487;-0.0175982
0.490567;-0.0141995
0.489493;-0.00724306
0.488726;-0.0170802
0.488113;-0.0069862
0.486272;-0.0307533
0.484891;-0.0138769
0.483357;-0.0303457
0.48259;-0.0102575
0.48167;-0.00661471
0.481056;-0.0176449
0.480289;-0.0155093
0.479676;-0.0164943
0.478602;-0.00990296
0.477528;-0.0139427
0.475534;-0.0265926
0.473386;-0.0269789
0.472466;-0.0129683
0.472006;-0.00318635
0.471392;-0.0109304
0.471392;0
0.470165;-0.0229732
0.469398;-0.0235633
0.468631;-0.0172139
0.467711;-0.0133334
0.46587;-0.0304986
0.465103;-0.0103763
0.464183;-0.0130872
0.463569;-0.00614344
0.462802;-0.0164688
0.462035;-0.0163117
0.461728;-0.00991994
0.460961;-0.030091
0.460808;-0.0104889
0.460348;-0.023523
0.459887;-0.0169083
0.459274;-0.0139469
0.458967;-0.00982229
0.458353;-0.0168531
0.4582;-0.00995178
0.45774;-0.0171566
0.457586;-0.013136
0.45728;-0.0268303
0.456973;-0.0139045
0.456819;-0.0098796
0.456666;-0.0171694
0.456666;-0.00994753
0.456513;-0.0100261
0.456359;-0.017129
0.456206;-0.0241662
0.456052;-0.0136816
0.455899;-0.030299
0.455746;-0.0136646
0.455592;-0.0105398
0.455592;-0.0170929
0.455592;-0.0131806
0.455592;-0.0101917
0.455592;-0.0104379
0.455592;-0.0170823
0.455592;-0.0100006
0.455592;-0.0273992
0.455592;0
0.455592;-0.0451609
0.455592;-0.0104209
0.455592;-0.0109346
0.455592;-0.0168255
0.455592;-0.00680152
0.455592;-0.0183093
0.455592;-0.0169911
0.455592;-0.0101428
0.455592;-0.0145158
0.455592;-0.0164285
0.455592;-0.0266435
0.455592;-0.0263251
0.455592;-0.0103933
0.455592;-0.0175876
0.455592;-0.0134714
0.455592;-0.0104103
0.455592;-0.0174262
0.455592;-0.0140191
0.455592;-0.0111448
0.455592;-0.0275882
0.455592;-0.0205616
0.455592;-0.0101152
0.455592;-0.0204873
0.455592;-0.010319
0.455592;-0.0174666
0.456052;-0.0238966
0.456666;-0.0354893
0.456819;-0.00352388
0.457126;-0.0204237
0.45728;-0.0178359
0.457433;0
0.45774;-0.024733
0.45774;-0.0108497
0.457893;-0.0141274
0.458047;-0.0313137
0.4582;-0.0103785
0.458353;-0.0142271
0.458507;-0.0109219
0.458507;-0.0175154
0.458507;-0.0106014
0.458507;-0.017526
0.45866;-0.0278641
0.45866;-0.0144267
0.45866;-0.0245738
0.45866;-0.0181183
0.45866;-0.00692888
0.45866;-0.0211072
0.45866;-0.0102299
0.45866;-0.0141104
0.45866;-0.00371918
0.45866;-0.0103785
0.45866;-0.017906
0.45866;-0.0202008
0.45866;-0.0271381
0.45866;-0.0103636
0.45866;-0.0172161
0.45866;-0.0176916
0.45866;-0.0103997
0.45866;-0.0139491
0.45866;-0.014121
0.45866;-0.0281889
0.45866;-0.0135457
0.45866;-0.0308467
0.45866;-0.0105632
0.458814;-0.0106396
0.458814;-0.0135033
0.458814;-0.0175663
0.458814;-0.0100707
0.458814;-0.030766
0.45912;-0.0103572
0.460041;-0.0271763
0.460961;-0.0132422
0.461575;-0.0100834
0.462188;-0.0100303
0.463109;-0.0199948
0.463569;-0.0099072
0.464643;-0.0263675
0.465103;-0.0163266
0.465563;-0.0226038
0.465717;-0.0167851
0.465717;-0.00948051
0.46587;-0.0101004
0.46587;-0.0162353
0.46587;-0.0100579
0.46587;-0.0140764
0.46587;-0.00998999
0.46587;-0.0166832
0.46587;-0.0280807
0.46587;-0.0173732
0.46587;-0.0272167
0.46587;-0.0103169
0.46587;-0.013913
0.46587;-0.0139682
0.46587;-0.00996664
0.46587;-0.0163563
0.46587;-0.0200097
0.46587;-0.0311227
0.46587;-0.0177171
0.46587;-0.0107457
0.46587;-0.0103339
0.46587;-0.0145753
0.46587;-0.0141783
0.46587;-0.0182329
0.46587;-0.0171609
0.46587;-0.0103721
0.46587;-0.0140976
0.466944;-0.0134523
0.47492;-0.0274056
0.487652;-0.023714
0.493788;-0.016108
0.501458;-0.0128961
0.511276;-0.00939348
0.516491;-0.00924488
0.524315;-0.0159615
0.533212;-0.0225762
0.538734;-0.0125628
0.538734;0
0.538734;-0.0243381
0.538734;0
0.544256;0
0.545637;-0.0540258
0.545177;-0.0028191
0.540575;-0.0129938
0.540575;-0.0104146
0.537047;-0.0193474
0.522934;-0.0308361
0.518025;-0.0175791
0.515111;-0.00983078
0.51327;0
0.51327;0
0.505293;-0.00724306
0.495936;-0.0562017
0.493175;-0.00688431
0.486425;-0.0395885
0.481977;-0.0104188
0.480596;-0.00727066
0.477528;-0.0201052
0.475381;-0.0200564
0.47354;-0.00318423
0.471085;-0.0173074
0.469705;-0.0103339
0.465563;-0.0299976
0.464489;-0.0137983
0.462649;-0.0268834
0.462342;-0.0136497
0.461728;-0.0132103
0.464183;-0.0133122
0.467711;-0.00984139
0.477375;-0.016161
0.493788;-0.0188973
0.5056;-0.0182456
0.520019;-0.0211857
0.521247;-0.0093213
0.52186;-0.0159339
0.52186;-0.0121531
0.52186;-0.0123994
0.52186;-0.00934041
0.524928;-0.0295603
0.531831;-0.012514
0.553767;-0.0193262
0.562664;-0.0159381
0.572328;-0.0125289
0.579231;-0.0129131
0.593497;-0.00917695
0.606076;-0.0151994
0.61574;-0.0149362
0.015033;-0.0211751
0.0375825;-0.0206678
0.0415709;-0.00889462
0.0415709;-0.0056276
0.045866;0
0.048167;-0.0327742
0.0492408;-0.0128749
0.0500078;-0.00859105
0.0552233;-0.0225719
0.0613592;-0.0192837
0.0875903;-0.0298214
0.0935728;-0.00984139
0.100322;-0.0098605
0.106305;-0.016558
0.109373;-0.0236121
0.109219;-0.00990296
0.10385;-0.0231048
0.100629;-0.0202899
0.098635;-0.0169359
0.0990952;-0.0140509
0.101396;-0.0135627
0.104311;-0.00721759
0.105384;-0.00325216
0.106151;-0.018182
0.104771;-0.0135309
0.100016;-0.0141953
0.0912719;0
0.0803806;-0.0140616
0.0693359;-0.0160294
0.0641204;-0.0031163
0.0592117;-0.00809431
0.0553767;-0.00433055
0.0526155;-0.00539409
0.0484738;-0.00602244
0.0457126;-0.00435603
0.0444854;-0.00573374
0.0389631;-0.0056191
0.0380427;-0.00285519
0.0374291;-0.00188294
0.0385029;0.00099348
0.0437185;0.00143078
0.048934;0.000793935
0.0587515;0.00278726
0.0763922;0.00787354
0.0883573;0.00554693
0.093266;0.00306323
0.093266;0.00673571
0.107685;0.0192646
0.117503;0.00550447
0.115969;0.00578681
0.11152;0.00497589
0.103697;0.00588446
0.0954136;0.00527521
0.0874369;0.00470629
0.078233;0.00417983
0.0734777;0.00278939
0.0610524;0.00648734
0.0599786;0.00278089
0.0526155;0.00133101
0.0518486;0.00132889
0.0469398;0.00128218
0.0437185;0.000509477
0.0420311;0.00026323
0.0406505;3.82108e-05
0.0369689;-1.06141e-05
0.0358952;-6.36846e-05
0.0337476;-0.000749355
0.0337476;-0.000433055
0.0337476;0
0.0337476;-7.64215e-05
0.0337476;0
0.033901;0
0.033901;-0.000369371
0.0352816;0
0.0366621;0
0.0369689;0
0.0371223;0
0.0371223;0
0.0375825;0
0.0375825;0
0.0378893;0
0.0378893;0
0.0378893;0
0.0386563;0
0.0392699;0
0.0395767;0
0.0395767;0
0.0398835;0
0.0401903;0
0.0401903;0
0.0401903;0
0.0401903;0
0.0409573;0
0.0409573;0
0.0414175;0
0.0414175;0
0.0415709;0
0.0417243;0
0.0418777;0
0.0421845;0
0.0423379;0
0.0426447;0
0.0427981;0